freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	2020 	2021 	2022 	2023 	2024 
A,FOR,NR,I551-I553,DEA57	603871 	320272 	740534 	905208 	912336 
A,FOR,NR,I551-I553,DEA58	28424 	27754 	33145 	37237 	36700 
A,FOR,NR,I551-I553,DEA59	56634 	50162 	97679 	111476 	102814 
A,FOR,NR,I551-I553,DEA5A	50032 	43585 	88021 	93443 	88047 
A,FOR,NR,I551-I553,DEA5B	44851 	49163 	83600 	86238 	79272 
A,FOR,NR,I551-I553,DEA5C	16185 	21428 	37903 	42981 	45432 
A,FOR,NR,I551-I553,DEB	2594930 	2107558 	4363999 	4743071 	4762612 
A,FOR,NR,I551-I553,DEB1	920215 	756640 	1539435 	1697785 	1646780 
A,FOR,NR,I551-I553,DEB11	58675 	53161 	139819 	157584 	150545 
A,FOR,NR,I551-I553,DEB12	109202 	51468 	90841 	116201 	126249 
A,FOR,NR,I551-I553,DEB13	9224 	15268 	25790 	22536 	23249 
A,FOR,NR,I551-I553,DEB14	32068 	36273 	56856 	68921 	70896 
A,FOR,NR,I551-I553,DEB15	70232 	61681 	112986 	100534 	99455 
A,FOR,NR,I551-I553,DEB17	78459 	74859 	174040 	178826 	168832 
A,FOR,NR,I551-I553,DEB18	33551 	20992 	45932 	42894 	39335 
A,FOR,NR,I551-I553,DEB1A	49875 	39165 	93222 	106733 	100812 
A,FOR,NR,I551-I553,DEB1B	27424 	27873 	55040 	56210 	62322 
A,FOR,NR,I551-I553,DEB1C	361529 	292899 	597053 	687107 	633523 
A,FOR,NR,I551-I553,DEB1D	89976 	83001 	147856 	160239 	171562 
A,FOR,NR,I551-I553,DEB2	1127039 	814333 	1874687 	2000970 	2013725 
A,FOR,NR,I551-I553,DEB21	91263 	78629 	187898 	214509 	207277 
A,FOR,NR,I551-I553,DEB22	253453 	228522 	461715 	512371 	475895 
A,FOR,NR,I551-I553,DEB23	216422 	104975 	323048 	338869 	339635 
A,FOR,NR,I551-I553,DEB24	280986 	193950 	405503 	414877 	481058 
A,FOR,NR,I551-I553,DEB25	284915 	208257 	496523 	520344 	509860 
A,FOR,NR,I551-I553,DEB3	547676 	536585 	949877 	1044316 	1102107 
A,FOR,NR,I551-I553,DEB31	7057 	9959 	15144 	23075 	29251 
A,FOR,NR,I551-I553,DEB32	46457 	58894 	102278 	116590 	152699 
A,FOR,NR,I551-I553,DEB33	6835 	6437 	11651 	15003 	13324 
A,FOR,NR,I551-I553,DEB34	95204 	68853 	103599 	103165 	92253 
A,FOR,NR,I551-I553,DEB35	98471 	109184 	226292 	246929 	267232 
A,FOR,NR,I551-I553,DEB36	6356 	6407 	13918 	12847 	14642 
A,FOR,NR,I551-I553,DEB37	4870 	4561 	11808 	14761 	13519 
A,FOR,NR,I551-I553,DEB38	21824 	17379 	45866 	42792 	43829 
A,FOR,NR,I551-I553,DEB39	20811 	22977 	35011 	30465 	24835 
A,FOR,NR,I551-I553,DEB3A	4618 	5126 	8252 	12748 	11767 
A,FOR,NR,I551-I553,DEB3B	8735 	7550 	18345 	24649 	23416 
A,FOR,NR,I551-I553,DEB3C	27847 	27135 	50515 	50475 	52256 
A,FOR,NR,I551-I553,DEB3D	7386 	6019 	8844 	9786 	14349 
A,FOR,NR,I551-I553,DEB3E	17314 	15603 	21566 	20928 	21830 
A,FOR,NR,I551-I553,DEB3F	71880 	79212 	109002 	117163 	116873 
A,FOR,NR,I551-I553,DEB3G	10602 	9132 	18601 	14916 	21183 
A,FOR,NR,I551-I553,DEB3H	18959 	20652 	28842 	36178 	36704 
A,FOR,NR,I551-I553,DEB3I	6853 	6452 	13388 	26063 	28160 
A,FOR,NR,I551-I553,DEB3J	54879 	46197 	88476 	102226 	100456 
A,FOR,NR,I551-I553,DEB3K	10718 	8856 	18479 	23557 	23529 
A,FOR,NR,I551-I553,DEC	195254 	193453 	388669 	479183 	492134 
A,FOR,NR,I551-I553,DEC0	195254 	193453 	388669 	479183 	492134 
A,FOR,NR,I551-I553,DEC01	70574 	73728 	133661 	182480 	181624 
A,FOR,NR,I551-I553,DEC02	35135 	33489 	61741 	71858 	74042 
A,FOR,NR,I551-I553,DEC03	4373 	4828 	10743 	14478 	10220 
A,FOR,NR,I551-I553,DEC04	10623 	12795 	26485 	30822 	33483 
A,FOR,NR,I551-I553,DEC05	12640 	19390 	27046 	27392 	29750 
A,FOR,NR,I551-I553,DEC06	61909 	49223 	128993 	152153 	163015 
A,FOR,NR,I551-I553,DED	975629 	957493 	1660350 	2013449 	2174558 
A,FOR,NR,I551-I553,DED2	496136 	447484 	878272 	1123652 	1191589 
A,FOR,NR,I551-I553,DED21	339773 	297008 	: @C	: @C	882288 
A,FOR,NR,I551-I553,DED2C	36898 	28127 	35269 	41326 	47004 
A,FOR,NR,I551-I553,DED2D	34941 	25755 	: @C	: @C	57086 
A,FOR,NR,I551-I553,DED2E	32484 	39268 	70304 	74108 	66181 
A,FOR,NR,I551-I553,DED2F	52040 	57326 	81424 	111245 	139030 
A,FOR,NR,I551-I553,DED4	134635 	147400 	183464 	202578 	233293 
A,FOR,NR,I551-I553,DED41	21386 	26384 	: @C	: @C	55091 
A,FOR,NR,I551-I553,DED42	27475 	19952 	30538 	31439 	36514 
A,FOR,NR,I551-I553,DED43	22084 	26067 	: @C	: @C	40745 
A,FOR,NR,I551-I553,DED44	15185 	19083 	24298 	26740 	37258 
A,FOR,NR,I551-I553,DED45	48505 	55914 	45284 	48538 	63685 
A,FOR,NR,I551-I553,DED5	344858 	362609 	598614 	687219 	749676 
A,FOR,NR,I551-I553,DED51	224437 	247398 	465128 	543052 	590455 
A,FOR,NR,I551-I553,DED52	26677 	27707 	32727 	39635 	42488 
A,FOR,NR,I551-I553,DED53	93744 	87504 	100759 	104532 	116733 
A,FOR,NR,I551-I553,DEE	313654 	326675 	533544 	589062 	564138 
A,FOR,NR,I551-I553,DEE0	313654 	326675 	533544 	589062 	564138 
A,FOR,NR,I551-I553,DEE01	15554 	14434 	36235 	33626 	29018 
A,FOR,NR,I551-I553,DEE02	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,DEE03	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,DEE04	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,DEE05	9557 	10140 	17195 	21202 	25701 
A,FOR,NR,I551-I553,DEE06	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,DEE07	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,DEE08	12509 	15664 	27412 	29413 	31318 
A,FOR,NR,I551-I553,DEE09	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,DEE0A	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,DEE0B	30960 	35681 	72463 	51448 	51849 
A,FOR,NR,I551-I553,DEE0C	23256 	32734 	38033 	45971 	42750 
A,FOR,NR,I551-I553,DEE0D	18694 	23133 	25699 	30499 	26618 
A,FOR,NR,I551-I553,DEE0E	20838 	17561 	39745 	40733 	40921 
A,FOR,NR,I551-I553,DEF	928454 	912083 	1709694 	1979656 	2018079 
A,FOR,NR,I551-I553,DEF0	928454 	912083 	1709694 	1979656 	2018079 
A,FOR,NR,I551-I553,DEF01	62051 	67041 	109074 	116308 	114653 
A,FOR,NR,I551-I553,DEF02	84195 	101055 	167179 	197471 	199693 
A,FOR,NR,I551-I553,DEF03	123049 	135383 	287268 	316806 	345833 
A,FOR,NR,I551-I553,DEF04	21811 	18797 	31836 	55661 	56122 
A,FOR,NR,I551-I553,DEF05	27314 	22348 	39890 	60309 	85785 
A,FOR,NR,I551-I553,DEF06	16386 	19777 	30730 	29030 	31749 
A,FOR,NR,I551-I553,DEF07	135703 	133526 	242302 	274896 	287286 
A,FOR,NR,I551-I553,DEF08	142237 	100873 	226760 	284139 	283719 
A,FOR,NR,I551-I553,DEF09	21240 	27436 	60259 	63867 	63470 
A,FOR,NR,I551-I553,DEF0A	29107 	26267 	54519 	54062 	55476 
A,FOR,NR,I551-I553,DEF0B	75278 	74600 	122405 	142894 	136432 
A,FOR,NR,I551-I553,DEF0C	129620 	113917 	195782 	216489 	206847 
A,FOR,NR,I551-I553,DEF0D	34734 	40774 	85655 	92566 	82176 
A,FOR,NR,I551-I553,DEF0E	5459 	11137 	17101 	26346 	20614 
A,FOR,NR,I551-I553,DEF0F	20270 	19152 	38934 	48812 	48224 
A,FOR,NR,I551-I553,DEG	243478 	290262 	461968 	544833 	543911 
A,FOR,NR,I551-I553,DEG0	243478 	290262 	461968 	544833 	543911 
A,FOR,NR,I551-I553,DEG01	26883 	25085 	51706 	: @C	: @C
A,FOR,NR,I551-I553,DEG02	: @C	: @C	: @C	19448 	18879 
A,FOR,NR,I551-I553,DEG03	: @C	: @C	: @C	57749 	46958 
A,FOR,NR,I551-I553,DEG04	: @C	: @C	10257 	: 	: 
A,FOR,NR,I551-I553,DEG05	24031 	: @C	59074 	: @C	: @C
A,FOR,NR,I551-I553,DEG06	6652 	6320 	10571 	10639 	10454 
A,FOR,NR,I551-I553,DEG07	4183 	5853 	7391 	9560 	7617 
A,FOR,NR,I551-I553,DEG09	5153 	8307 	11752 	12381 	10384 
A,FOR,NR,I551-I553,DEG0A	1733 	2535 	4070 	6093 	5045 
A,FOR,NR,I551-I553,DEG0B	19497 	21981 	30002 	: 	: 
A,FOR,NR,I551-I553,DEG0C	23622 	28008 	36612 	42437 	41376 
A,FOR,NR,I551-I553,DEG0D	: @C	: @C	10199 	7631 	9820 
A,FOR,NR,I551-I553,DEG0E	8537 	3689 	7333 	: @C	: @C
A,FOR,NR,I551-I553,DEG0F	12711 	21547 	29857 	: 	: 
A,FOR,NR,I551-I553,DEG0G	7219 	8910 	13456 	14931 	17866 
A,FOR,NR,I551-I553,DEG0H	3461 	6399 	8805 	: 	: 
A,FOR,NR,I551-I553,DEG0I	5804 	9822 	13138 	: 	: 
A,FOR,NR,I551-I553,DEG0J	13031 	7185 	12658 	12912 	10327 
A,FOR,NR,I551-I553,DEG0K	9654 	11033 	18272 	21696 	23078 
A,FOR,NR,I551-I553,DEG0L	3076 	6980 	6093 	5615 	6353 
A,FOR,NR,I551-I553,DEG0M	: @C	: @C	: @C	6851 	7114 
A,FOR,NR,I551-I553,DEG0N	14288 	: @C	0 	: 	: 
A,FOR,NR,I551-I553,DEG0P	9465 	7853 	43098 	: 	: 
A,FOR,NR,I551-I553,DEG0Q	: 	: 	: 	: @C	: @C
A,FOR,NR,I551-I553,DEG0R	: 	: 	: 	54151 	56484 
A,FOR,NR,I551-I553,DEG0S	: 	: 	: 	10736 	8401 
A,FOR,NR,I551-I553,DEG0T	: 	: 	: 	: @C	: @C
A,FOR,NR,I551-I553,DEG0U	: 	: 	: 	15153 	16943 
A,FOR,NR,I551-I553,DEG0V	: 	: 	: 	9731 	: @C
A,FOR,NR,I551-I553,DK	4780488 	5820235 	13421956 	14677540 	15806432 
A,FOR,NR,I551-I553,DK0	4780488 	5820235 	13421956 	14677540 	15806432 
A,FOR,NR,I551-I553,DK01	1648808 	2362446 	6329489 	7389738 	8345092 
A,FOR,NR,I551-I553,DK011	1375476 	2027316 	5608664 	6654827 	7594018 
A,FOR,NR,I551-I553,DK012	80161 	101052 	244570 	290128 	264054 
A,FOR,NR,I551-I553,DK013	76987 	107544 	234022 	209703 	234239 
A,FOR,NR,I551-I553,DK014	116184 	126534 	242233 	235080 	252781 
A,FOR,NR,I551-I553,DK02	244313 	300268 	635169 	670909 	675970 
A,FOR,NR,I551-I553,DK021	38698 	45194 	110290 	103240 	112902 
A,FOR,NR,I551-I553,DK022	205615 	255074 	524879 	567669 	563068 
A,FOR,NR,I551-I553,DK03	1613840 	1832038 	3685382 	3897202 	4067082 
A,FOR,NR,I551-I553,DK031	210597 	270030 	527217 	541772 	545939 
A,FOR,NR,I551-I553,DK032	1403243 	1562008 	3158165 	3355430 	3521143 
A,FOR,NR,I551-I553,DK04	627127 	651265 	1314270 	1343335 	1347905 
A,FOR,NR,I551-I553,DK041	348245 	356741 	636437 	664668 	667979 
A,FOR,NR,I551-I553,DK042	278882 	294524 	677833 	678667 	679926 
A,FOR,NR,I551-I553,DK05	646400 	674218 	1457646 	1376356 	1370383 
A,FOR,NR,I551-I553,DK050	646400 	674218 	1457646 	1376356 	1370383 
A,FOR,NR,I551-I553,EA	344552111 	484044756 	1039813615 	1272785851 	1340032922 
A,FOR,NR,I551-I553,EA19	344552111 	484044756 	1039813615 	: 	: 
A,FOR,NR,I551-I553,EA20	: 	: 	1122092343 	1272785851 	1340032922 
A,FOR,NR,I551-I553,EE	1403802 	1282743 	2919059 	3371044 	3667975 
A,FOR,NR,I551-I553,EE0	1403802 	1282743 	2919059 	3371044 	3667975 
A,FOR,NR,I551-I553,EE00	1403802 	1282743 	2919059 	3371044 	3667975 
A,FOR,NR,I551-I553,EE001	926685 	913718 	2053818 	2398053 	2633361 
A,FOR,NR,I551-I553,EE004	251007 	172887 	482641 	555744 	585031 
A,FOR,NR,I551-I553,EE008	138718 	134784 	245862 	270756 	315989 
A,FOR,NR,I551-I553,EE009	32984 	22836 	51728 	81961 	62977 
A,FOR,NR,I551-I553,EE00A	54408 	38518 	85010 	64530 	70617 
A,FOR,NR,I551-I553,EL	26197786 	58923605 	111550090 	123106806 	128180321 
A,FOR,NR,I551-I553,EL3	1941767 	3557774 	7636748 	9260981 	9516138 
A,FOR,NR,I551-I553,EL30	1941767 	3557774 	7636748 	9260981 	9516138 
A,FOR,NR,I551-I553,EL301	42222 	54875 	141694 	169455 	193997 
A,FOR,NR,I551-I553,EL302	2775 	7201 	15914 	19141 	19251 
A,FOR,NR,I551-I553,EL303	1238913 	2238119 	5240920 	6284293 	6479999 
A,FOR,NR,I551-I553,EL304	142941 	245611 	454572 	530548 	578044 
A,FOR,NR,I551-I553,EL305	278302 	582170 	1090243 	1246458 	1181225 
A,FOR,NR,I551-I553,EL306	32414 	48635 	118381 	130651 	112201 
A,FOR,NR,I551-I553,EL307	204200 	381163 	575024 	880435 	951421 
A,FOR,NR,I551-I553,EL4	16250876 	35662538 	64955519 	69870213 	73133951 
A,FOR,NR,I551-I553,EL41	289893 	861714 	1898014 	2080621 	2238033 
A,FOR,NR,I551-I553,EL411	109928 	291641 	603249 	711766 	858021 
A,FOR,NR,I551-I553,EL412	151599 	521986 	1175294 	1193561 	1182581 
A,FOR,NR,I551-I553,EL413	28366 	48087 	119471 	175294 	197431 
A,FOR,NR,I551-I553,EL42	8516533 	17831244 	32517521 	35295868 	38281481 
A,FOR,NR,I551-I553,EL421	6517114 	13391624 	22998478 	24153130 	27637097 
A,FOR,NR,I551-I553,EL422	1999419 	4439620 	9519043 	11142738 	10644384 
A,FOR,NR,I551-I553,EL43	7444450 	16969580 	30539984 	32493724 	32614437 
A,FOR,NR,I551-I553,EL431	3709921 	7583681 	13318909 	13899100 	13491135 
A,FOR,NR,I551-I553,EL432	809251 	1986304 	3735503 	4039462 	3863261 
A,FOR,NR,I551-I553,EL433	1198605 	3317375 	5459002 	5886054 	6306203 
A,FOR,NR,I551-I553,EL434	1726673 	4082220 	8026570 	8669108 	8953838 
A,FOR,NR,I551-I553,EL5	2652308 	8203588 	16957341 	17755133 	18679958 
A,FOR,NR,I551-I553,EL51	469686 	1081254 	2229348 	2781234 	2834914 
A,FOR,NR,I551-I553,EL511	53054 	80640 	183764 	249645 	295406 
A,FOR,NR,I551-I553,EL512	10954 	16122 	31117 	37270 	45557 
A,FOR,NR,I551-I553,EL513	16642 	23052 	59181 	78210 	64537 
A,FOR,NR,I551-I553,EL514	2588 	6502 	14437 	19766 	17281 
A,FOR,NR,I551-I553,EL515	386448 	954938 	1940849 	2396343 	2412133 
A,FOR,NR,I551-I553,EL52	1904961 	6451031 	12816435 	13304910 	14184425 
A,FOR,NR,I551-I553,EL521	5966 	7465 	29660 	59285 	81605 
A,FOR,NR,I551-I553,EL522	393327 	886139 	2112158 	2408705 	2298247 
A,FOR,NR,I551-I553,EL523	8521 	13481 	44005 	81065 	99434 
A,FOR,NR,I551-I553,EL524	4232 	6123 	13492 	25497 	26762 
A,FOR,NR,I551-I553,EL525	338402 	1272884 	2938730 	3036010 	3568259 
A,FOR,NR,I551-I553,EL526	18646 	30227 	129142 	157643 	165605 
A,FOR,NR,I551-I553,EL527	1135867 	4234712 	7549248 	7536705 	7944513 
A,FOR,NR,I551-I553,EL53	19459 	24009 	39878 	49279 	44126 
A,FOR,NR,I551-I553,EL531	13021 	13116 	16341 	19989 	19225 
A,FOR,NR,I551-I553,EL532	5238 	8763 	19002 	22378 	18857 
A,FOR,NR,I551-I553,EL533	1200 	2130 	4535 	6912 	6044 
A,FOR,NR,I551-I553,EL54	258202 	647294 	1871680 	1619710 	1616493 
A,FOR,NR,I551-I553,EL541	154440 	397424 	1276987 	989623 	951093 
A,FOR,NR,I551-I553,EL542	49714 	136687 	380754 	377435 	464630 
A,FOR,NR,I551-I553,EL543	54048 	113183 	213939 	252652 	200770 
A,FOR,NR,I551-I553,EL6	5352835 	11499705 	22000482 	26220479 	26850274 
A,FOR,NR,I551-I553,EL61	420160 	847910 	2077933 	2427972 	2406968 
A,FOR,NR,I551-I553,EL611	54073 	100624 	321193 	373850 	374618 
A,FOR,NR,I551-I553,EL612	29467 	62532 	96138 	113673 	134851 
A,FOR,NR,I551-I553,EL613	336620 	684754 	1660602 	1940449 	1897499 
A,FOR,NR,I551-I553,EL62	3915435 	8434721 	15475156 	18493790 	19189172 
A,FOR,NR,I551-I553,EL621	1306457 	2926289 	4906660 	5674171 	6160594 
A,FOR,NR,I551-I553,EL622	1921376 	4209449 	7511008 	9527373 	9729746 
A,FOR,NR,I551-I553,EL623	424715 	720367 	1622120 	2025474 	1853648 
A,FOR,NR,I551-I553,EL624	262887 	578616 	1435368 	1266772 	1445184 
A,FOR,NR,I551-I553,EL63	244564 	527005 	980592 	1240365 	1226548 
A,FOR,NR,I551-I553,EL631	24549 	58658 	121078 	152927 	176453 
A,FOR,NR,I551-I553,EL632	78311 	150920 	301247 	356850 	394548 
A,FOR,NR,I551-I553,EL633	141704 	317427 	558267 	730588 	655547 
A,FOR,NR,I551-I553,EL64	244233 	503761 	1075847 	1200651 	1164009 
A,FOR,NR,I551-I553,EL641	14053 	24516 	60567 	75468 	74127 
A,FOR,NR,I551-I553,EL642	158720 	326604 	659281 	689604 	671270 
A,FOR,NR,I551-I553,EL643	1808 	3712 	4514 	5851 	3412 
A,FOR,NR,I551-I553,EL644	16970 	53116 	67638 	97087 	108881 
A,FOR,NR,I551-I553,EL645	52682 	95813 	283847 	332641 	306319 
A,FOR,NR,I551-I553,EL65	528443 	1186308 	2390954 	2857701 	2863577 
A,FOR,NR,I551-I553,EL651	179014 	343461 	673139 	843586 	829372 
A,FOR,NR,I551-I553,EL652	56008 	152790 	409561 	469403 	440400 
A,FOR,NR,I551-I553,EL653	293421 	690057 	1308254 	1544712 	1593805 
A,FOR,NR,I551-I553,ES	60898835 	114391555 	271440904 	301857957 	322229807 
A,FOR,NR,I551-I553,ES1	934226 	2222755 	5306045 	6319832 	6456100 
A,FOR,NR,I551-I553,ES11	521308 	1262469 	3206779 	3963507 	3906381 
A,FOR,NR,I551-I553,ES111	242647 	656335 	1808457 	2233792 	2097914 
A,FOR,NR,I551-I553,ES112	57901 	134534 	351372 	413730 	440792 
A,FOR,NR,I551-I553,ES113	36922 	43643 	92804 	150838 	157901 
A,FOR,NR,I551-I553,ES114	183839 	427957 	954146 	1165147 	1209774 
A,FOR,NR,I551-I553,ES12	189072 	442348 	976370 	1235627 	1293026 
A,FOR,NR,I551-I553,ES120	189072 	442348 	976370 	1235627 	1293026 
A,FOR,NR,I551-I553,ES13	223846 	517938 	1122895 	1120698 	1256692 
A,FOR,NR,I551-I553,ES130	223846 	517938 	1122895 	1120698 	1256692 
A,FOR,NR,I551-I553,ES2	1613949 	3052194 	6643397 	7446608 	8046605 
A,FOR,NR,I551-I553,ES21	865403 	1592496 	3723598 	4272487 	4733657 
A,FOR,NR,I551-I553,ES211	85111 	151018 	292878 	346214 	393847 
A,FOR,NR,I551-I553,ES212	454563 	852432 	1967738 	2085983 	2327167 
A,FOR,NR,I551-I553,ES213	325729 	589047 	1462982 	1840290 	2012643 
A,FOR,NR,I551-I553,ES22	163998 	439734 	926949 	1087091 	1022827 
A,FOR,NR,I551-I553,ES220	163998 	439734 	926949 	1087091 	1022827 
A,FOR,NR,I551-I553,ES23	47087 	131721 	277794 	305787 	353863 
A,FOR,NR,I551-I553,ES230	47087 	131721 	277794 	305787 	353863 
A,FOR,NR,I551-I553,ES24	537460 	888243 	1715055 	1781243 	1936257 
A,FOR,NR,I551-I553,ES241	215283 	394081 	739961 	722497 	743991 
A,FOR,NR,I551-I553,ES242	62770 	100288 	153098 	181477 	225194 
A,FOR,NR,I551-I553,ES243	259407 	393874 	821996 	877268 	967073 
A,FOR,NR,I551-I553,ES3	3620159 	5526256 	13336567 	16049307 	17807614 
A,FOR,NR,I551-I553,ES30	3620159 	5526256 	13336567 	16049307 	17807614 
A,FOR,NR,I551-I553,ES300	3620159 	5526256 	13336567 	16049307 	17807614 
A,FOR,NR,I551-I553,ES4	908521 	1563379 	3458081 	4012943 	4219441 
A,FOR,NR,I551-I553,ES41	520018 	950926 	2213056 	2624966 	2767559 
A,FOR,NR,I551-I553,ES411	22465 	43205 	100761 	111936 	159369 
A,FOR,NR,I551-I553,ES412	114979 	224714 	529116 	607302 	587130 
A,FOR,NR,I551-I553,ES413	43900 	119058 	291111 	421816 	390938 
A,FOR,NR,I551-I553,ES414	28172 	55943 	112973 	126914 	175642 
A,FOR,NR,I551-I553,ES415	138396 	219694 	561231 	647254 	711536 
A,FOR,NR,I551-I553,ES416	60382 	104323 	228740 	265074 	294716 
A,FOR,NR,I551-I553,ES417	13719 	24125 	51343 	61185 	65313 
A,FOR,NR,I551-I553,ES418	80293 	127888 	279033 	319377 	308998 
A,FOR,NR,I551-I553,ES419	17712 	31976 	58748 	64109 	73917 
A,FOR,NR,I551-I553,ES42	234617 	354972 	775443 	816769 	817963 
A,FOR,NR,I551-I553,ES421	37669 	51350 	97066 	91933 	100695 
A,FOR,NR,I551-I553,ES422	33536 	52043 	99792 	97154 	100026 
A,FOR,NR,I551-I553,ES423	29321 	61163 	102888 	94267 	102707 
A,FOR,NR,I551-I553,ES424	37688 	43094 	99506 	96592 	83840 
A,FOR,NR,I551-I553,ES425	96403 	147323 	376192 	436823 	430696 
A,FOR,NR,I551-I553,ES43	153885 	257481 	469581 	571209 	633919 
A,FOR,NR,I551-I553,ES431	74199 	100932 	195943 	247750 	286581 
A,FOR,NR,I551-I553,ES432	79686 	156549 	273639 	323459 	347338 
A,FOR,NR,I551-I553,ES5	21312137 	55211911 	131598975 	144472073 	154507406 
A,FOR,NR,I551-I553,ES51	8811381 	18680765 	48925200 	55189691 	58516745 
A,FOR,NR,I551-I553,ES511	4929014 	9142831 	25761278 	29670291 	31415255 
A,FOR,NR,I551-I553,ES512	2686049 	6440713 	13996065 	15215232 	15865533 
A,FOR,NR,I551-I553,ES513	205765 	219938 	549667 	605462 	566025 
A,FOR,NR,I551-I553,ES514	990553 	2877284 	8618190 	9698705 	10670066 
A,FOR,NR,I551-I553,ES52	7493043 	11177859 	24453977 	27598230 	29407772 
A,FOR,NR,I551-I553,ES521	5249697 	7358454 	16895022 	19509316 	20434261 
A,FOR,NR,I551-I553,ES522	814657 	1257887 	2298079 	2346959 	2480500 
A,FOR,NR,I551-I553,ES523	1428688 	2561519 	5260876 	5741955 	6493011 
A,FOR,NR,I551-I553,ES53	5007712 	25353286 	58219797 	61684152 	66582889 
A,FOR,NR,I551-I553,ES531	855744 	4473172 	9393276 	9714599 	10134758 
A,FOR,NR,I551-I553,ES532	3776710 	19330316 	44424500 	47241062 	51156146 
A,FOR,NR,I551-I553,ES533	375258 	1549799 	4402021 	4728491 	5291985 
A,FOR,NR,I551-I553,ES6	8738906 	14679119 	34464877 	40329049 	44004733 
A,FOR,NR,I551-I553,ES61	8001295 	13651092 	32638883 	38346922 	41917942 
A,FOR,NR,I551-I553,ES611	503684 	826923 	1835872 	2021400 	2160409 
A,FOR,NR,I551-I553,ES612	768025 	1511130 	3369213 	3711053 	4040229 
A,FOR,NR,I551-I553,ES613	187863 	293135 	703916 	873862 	969477 
A,FOR,NR,I551-I553,ES614	800515 	1053370 	2585020 	3139603 	3707550 
A,FOR,NR,I551-I553,ES615	220663 	466072 	1270913 	1585050 	1683870 
A,FOR,NR,I551-I553,ES616	36502 	59335 	135221 	150244 	158259 
A,FOR,NR,I551-I553,ES617	4435332 	7877228 	18512351 	21470524 	23044949 
A,FOR,NR,I551-I553,ES618	1048712 	1563899 	4226377 	5395547 	6153850 
A,FOR,NR,I551-I553,ES62	711528 	1007427 	1774879 	1918114 	2014985 
A,FOR,NR,I551-I553,ES620	711528 	1007427 	1774879 	1918114 	2014985 
A,FOR,NR,I551-I553,ES63	13156 	7504 	29704 	42590 	49632 
A,FOR,NR,I551-I553,ES630	13156 	7504 	29704 	42590 	49632 
A,FOR,NR,I551-I553,ES64	12927 	13097 	21411 	21423 	22174 
A,FOR,NR,I551-I553,ES640	12927 	13097 	21411 	21423 	22174 
A,FOR,NR,I551-I553,ES7	23770938 	32135941 	76632964 	83228145 	87187909 
A,FOR,NR,I551-I553,ES70	23770938 	32135941 	76632964 	83228145 	87187909 
A,FOR,NR,I551-I553,ES703	18118 	16877 	39963 	63994 	56246 
A,FOR,NR,I551-I553,ES704	3902272 	5985399 	12185589 	13341794 	14362596 
A,FOR,NR,I551-I553,ES705	6977181 	9174686 	20931433 	22494662 	23232986 
A,FOR,NR,I551-I553,ES706	294535 	367833 	608099 	640812 	605416 
A,FOR,NR,I551-I553,ES707	354433 	214455 	497355 	572858 	765635 
A,FOR,NR,I551-I553,ES708	3848452 	5147165 	14913516 	16339780 	16855158 
A,FOR,NR,I551-I553,ES709	8375947 	11227869 	27457010 	29774244 	31309870 
A,FOR,NR,I551-I553,EU27_2020	412580610 	587912376 	1211269871 	1376610852 	1452092245 
A,FOR,NR,I551-I553,FI	2291336 	2085366 	4974995 	5751832 	6368626 
A,FOR,NR,I551-I553,FI1	2267194 	2019300 	4765607 	5545090 	6164576 
A,FOR,NR,I551-I553,FI19	197453 	197448 	430522 	475002 	458806 
A,FOR,NR,I551-I553,FI193	47893 	39862 	86997 	: 	: 
A,FOR,NR,I551-I553,FI194	21840 	25222 	41860 	: 	: 
A,FOR,NR,I551-I553,FI195	27107 	33259 	77255 	: 	: 
A,FOR,NR,I551-I553,FI196	24220 	28310 	47175 	50308 	63348 
A,FOR,NR,I551-I553,FI197	76393 	70795 	177235 	: 	: 
A,FOR,NR,I551-I553,FI198	: 	: 	: 	105854 	101833 
A,FOR,NR,I551-I553,FI199	: 	: 	: 	32514 	30578 
A,FOR,NR,I551-I553,FI19A	: 	: 	: 	74832 	74295 
A,FOR,NR,I551-I553,FI19B	: 	: 	: 	211494 	188752 
A,FOR,NR,I551-I553,FI1B	740340 	865176 	2091770 	2473452 	2830052 
A,FOR,NR,I551-I553,FI1B1	740340 	865176 	2091770 	2473452 	2830052 
A,FOR,NR,I551-I553,FI1C	203411 	140735 	323282 	351719 	315950 
A,FOR,NR,I551-I553,FI1C1	73371 	68575 	150441 	193199 	180056 
A,FOR,NR,I551-I553,FI1C2	8231 	10572 	20615 	23443 	19191 
A,FOR,NR,I551-I553,FI1C3	32037 	25930 	72964 	: 	: 
A,FOR,NR,I551-I553,FI1C4	23984 	17451 	28137 	: 	: 
A,FOR,NR,I551-I553,FI1C5	65788 	18207 	51125 	36588 	30165 
A,FOR,NR,I551-I553,FI1C6	: 	: 	: 	72360 	60820 
