freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	2020 	2021 	2022 	2023 	2024 
A,TOTAL,NR,I551-I553,IT	208447085 	289178142 	412008532 	447170049 	466158045 
A,TOTAL,NR,I551-I553,ITC	32928158 	48084736 	71518060 	75982609 	79350191 
A,TOTAL,NR,I551-I553,ITC1	6636012 	9279507 	13749579 	14410448 	14395737 
A,TOTAL,NR,I551-I553,ITC11	2917989 	3824982 	6172500 	6336595 	6448034 
A,TOTAL,NR,I551-I553,ITC12	190386 	234484 	323698 	347923 	348013 
A,TOTAL,NR,I551-I553,ITC13	134778 	181946 	226496 	266529 	266750 
A,TOTAL,NR,I551-I553,ITC14	1263163 	1955529 	3030982 	3211695 	3074663 
A,TOTAL,NR,I551-I553,ITC15	628781 	972075 	1292207 	1393940 	1347128 
A,TOTAL,NR,I551-I553,ITC16	1035358 	1340564 	1714546 	1796811 	1827706 
A,TOTAL,NR,I551-I553,ITC17	141735 	278109 	368504 	384985 	394324 
A,TOTAL,NR,I551-I553,ITC18	323822 	491818 	620646 	671970 	689119 
A,TOTAL,NR,I551-I553,ITC2	2194589 	1893178 	3327231 	3692878 	3695059 
A,TOTAL,NR,I551-I553,ITC20	2194589 	1893178 	3327231 	3692878 	3695059 
A,TOTAL,NR,I551-I553,ITC3	8568423 	11791468 	15469705 	16084210 	16128866 
A,TOTAL,NR,I551-I553,ITC31	1787729 	2316571 	3175866 	3316134 	3385372 
A,TOTAL,NR,I551-I553,ITC32	3215870 	4205754 	5175361 	5204633 	5190438 
A,TOTAL,NR,I551-I553,ITC33	2190742 	3195510 	4293621 	4574178 	4597499 
A,TOTAL,NR,I551-I553,ITC34	1374082 	2073633 	2824857 	2989265 	2955557 
A,TOTAL,NR,I551-I553,ITC4	15529134 	25120583 	38971545 	41795073 	45130529 
A,TOTAL,NR,I551-I553,ITC41	888432 	1192634 	1815363 	2245688 	2544715 
A,TOTAL,NR,I551-I553,ITC42	1220411 	3111160 	3204364 	3346092 	3512130 
A,TOTAL,NR,I551-I553,ITC43	320860 	551712 	758862 	838794 	855441 
A,TOTAL,NR,I551-I553,ITC44	1795303 	1740016 	3392440 	3155374 	3633751 
A,TOTAL,NR,I551-I553,ITC46	909176 	1502710 	2132952 	2451098 	2637821 
A,TOTAL,NR,I551-I553,ITC47	4446421 	7928464 	11358637 	10639360 	11068441 
A,TOTAL,NR,I551-I553,ITC48	256442 	359164 	448475 	502829 	513063 
A,TOTAL,NR,I551-I553,ITC49	106781 	137109 	140785 	162682 	184211 
A,TOTAL,NR,I551-I553,ITC4A	183992 	396549 	378287 	421640 	418517 
A,TOTAL,NR,I551-I553,ITC4B	286234 	483522 	621290 	637225 	708496 
A,TOTAL,NR,I551-I553,ITC4C	4630958 	6781237 	13320789 	16266235 	18011675 
A,TOTAL,NR,I551-I553,ITC4D	484124 	936306 	1399301 	1128056 	1042268 
A,TOTAL,NR,I551-I553,ITF	27653748 	38011351 	50148361 	55455510 	57551653 
A,TOTAL,NR,I551-I553,ITF1	4012792 	5197765 	6389803 	6804820 	7176204 
A,TOTAL,NR,I551-I553,ITF11	735999 	677933 	1001876 	1217181 	1316146 
A,TOTAL,NR,I551-I553,ITF12	2047867 	2954125 	3256277 	3156649 	3276361 
A,TOTAL,NR,I551-I553,ITF13	590745 	772858 	979704 	1144254 	1346290 
A,TOTAL,NR,I551-I553,ITF14	638181 	792849 	1151946 	1286736 	1237407 
A,TOTAL,NR,I551-I553,ITF2	331966 	456011 	415257 	494786 	456284 
A,TOTAL,NR,I551-I553,ITF21	39262 	78952 	73645 	107438 	77566 
A,TOTAL,NR,I551-I553,ITF22	292704 	377059 	341612 	387348 	378718 
A,TOTAL,NR,I551-I553,ITF3	7281574 	10710239 	17751500 	20695842 	21369462 
A,TOTAL,NR,I551-I553,ITF31	599903 	907428 	1159226 	1306132 	1372374 
A,TOTAL,NR,I551-I553,ITF32	67958 	67766 	106148 	106197 	130273 
A,TOTAL,NR,I551-I553,ITF33	4058349 	6151454 	11529992 	13948949 	14387862 
A,TOTAL,NR,I551-I553,ITF34	119767 	165286 	233444 	289326 	303935 
A,TOTAL,NR,I551-I553,ITF35	2435597 	3418305 	4722690 	5045238 	5175018 
A,TOTAL,NR,I551-I553,ITF4	10133031 	13874818 	16118097 	16822144 	17894361 
A,TOTAL,NR,I551-I553,ITF43	733195 	1067309 	1216219 	1212579 	1252840 
A,TOTAL,NR,I551-I553,ITF44	1157102 	1808251 	2154968 	2253085 	2384832 
A,TOTAL,NR,I551-I553,ITF45	3410169 	4619098 	5082851 	5387364 	5800442 
A,TOTAL,NR,I551-I553,ITF46	3085285 	4066561 	4278568 	4325093 	4407368 
A,TOTAL,NR,I551-I553,ITF47	1504994 	1980984 	2996106 	3240753 	3612174 
A,TOTAL,NR,I551-I553,ITF48	242286 	332615 	389385 	403270 	436705 
A,TOTAL,NR,I551-I553,ITF5	1376159 	1795157 	2218797 	2537324 	2511372 
A,TOTAL,NR,I551-I553,ITF51	419186 	535695 	555044 	632821 	649214 
A,TOTAL,NR,I551-I553,ITF52	956973 	1259462 	1663753 	1904503 	1862158 
A,TOTAL,NR,I551-I553,ITF6	4518226 	5977361 	7254907 	8100594 	8143970 
A,TOTAL,NR,I551-I553,ITF61	1926940 	2147447 	2817740 	3226074 	3329526 
A,TOTAL,NR,I551-I553,ITF62	417243 	530899 	650574 	679455 	670041 
A,TOTAL,NR,I551-I553,ITF63	703825 	1224852 	1184678 	1168982 	1188987 
A,TOTAL,NR,I551-I553,ITF64	1212488 	1758207 	2147594 	2518916 	2463657 
A,TOTAL,NR,I551-I553,ITF65	257730 	315956 	454321 	507167 	491759 
A,TOTAL,NR,I551-I553,ITG	12943609 	20321472 	29484067 	30648820 	32958489 
A,TOTAL,NR,I551-I553,ITG1	6622498 	9689251 	14783156 	16448284 	17348238 
A,TOTAL,NR,I551-I553,ITG11	1148069 	1556120 	1964649 	2276074 	2544726 
A,TOTAL,NR,I551-I553,ITG12	1396417 	2272358 	3545828 	3865777 	4283514 
A,TOTAL,NR,I551-I553,ITG13	1458432 	2177357 	3632339 	3722369 	3991919 
A,TOTAL,NR,I551-I553,ITG14	571295 	870653 	1271602 	1575223 	1430435 
A,TOTAL,NR,I551-I553,ITG15	133223 	183539 	180460 	212549 	244720 
A,TOTAL,NR,I551-I553,ITG16	53911 	77006 	106676 	138586 	141010 
A,TOTAL,NR,I551-I553,ITG17	791987 	1174237 	1900408 	2251412 	2088719 
A,TOTAL,NR,I551-I553,ITG18	504058 	688388 	979985 	1063978 	1149211 
A,TOTAL,NR,I551-I553,ITG19	565106 	689593 	1201209 	1342316 	1473984 
A,TOTAL,NR,I551-I553,ITG2	6321111 	10632221 	14700911 	14200536 	15610251 
A,TOTAL,NR,I551-I553,ITG2D	2995450 	5278952 	7679953 	7436873 	8333954 
A,TOTAL,NR,I551-I553,ITG2E	1249144 	2101733 	2643560 	2439970 	2542669 
A,TOTAL,NR,I551-I553,ITG2F	581818 	927866 	1363132 	1422391 	1589361 
A,TOTAL,NR,I551-I553,ITG2G	376007 	547624 	722601 	782618 	735502 
A,TOTAL,NR,I551-I553,ITG2H	1118692 	1776046 	2291665 	2118684 	2408765 
A,TOTAL,NR,I551-I553,ITH	92870369 	124426324 	165557010 	176247006 	181090608 
A,TOTAL,NR,I551-I553,ITH1	21703816 	23750886 	34367756 	36085187 	37046803 
A,TOTAL,NR,I551-I553,ITH10	21703816 	23750886 	34367756 	36085187 	37046803 
A,TOTAL,NR,I551-I553,ITH2	11701138 	11946879 	17768639 	19141944 	19644628 
A,TOTAL,NR,I551-I553,ITH20	11701138 	11946879 	17768639 	19141944 	19644628 
A,TOTAL,NR,I551-I553,ITH3	32491951 	50637854 	65920522 	71896863 	73472377 
A,TOTAL,NR,I551-I553,ITH31	7485230 	12895562 	17125299 	18809189 	19540991 
A,TOTAL,NR,I551-I553,ITH32	1233036 	1629765 	2009933 	2264687 	2322953 
A,TOTAL,NR,I551-I553,ITH33	2816691 	2848057 	3398196 	3878266 	4019017 
A,TOTAL,NR,I551-I553,ITH34	955023 	1371502 	1628388 	2034187 	2111814 
A,TOTAL,NR,I551-I553,ITH35	16866552 	27088085 	35424812 	38159987 	38843565 
A,TOTAL,NR,I551-I553,ITH36	2136462 	3453955 	4878755 	5179574 	5296370 
A,TOTAL,NR,I551-I553,ITH37	998957 	1350928 	1455139 	1570973 	1337667 
A,TOTAL,NR,I551-I553,ITH4	4744256 	7275716 	9350522 	9946875 	10143980 
A,TOTAL,NR,I551-I553,ITH41	313675 	441210 	563139 	620623 	622031 
A,TOTAL,NR,I551-I553,ITH42	2983869 	4499567 	5592136 	5838328 	5823447 
A,TOTAL,NR,I551-I553,ITH43	866936 	1411743 	1779175 	1930348 	1945227 
A,TOTAL,NR,I551-I553,ITH44	579776 	923196 	1416072 	1557576 	1753275 
A,TOTAL,NR,I551-I553,ITH5	22229208 	30814989 	38149571 	39176137 	40782820 
A,TOTAL,NR,I551-I553,ITH51	309377 	440470 	588104 	603481 	572840 
A,TOTAL,NR,I551-I553,ITH52	737682 	1015184 	1407037 	1456998 	1457954 
A,TOTAL,NR,I551-I553,ITH53	423541 	511250 	743979 	766518 	771343 
A,TOTAL,NR,I551-I553,ITH54	882392 	1234075 	1653492 	1778328 	1886585 
A,TOTAL,NR,I551-I553,ITH55	2035647 	2966764 	4621713 	5264365 	5913840 
A,TOTAL,NR,I551-I553,ITH56	1636360 	2306806 	2709804 	2687923 	2815429 
A,TOTAL,NR,I551-I553,ITH57	4006488 	5456599 	6376142 	6376367 	6633112 
A,TOTAL,NR,I551-I553,ITH58	3222615 	4635869 	5561549 	5509149 	5709136 
A,TOTAL,NR,I551-I553,ITH59	8975106 	12247972 	14487751 	14733008 	15022581 
A,TOTAL,NR,I551-I553,ITI	42051201 	58334259 	95301034 	108836104 	115207104 
A,TOTAL,NR,I551-I553,ITI1	21972603 	31323954 	42793402 	46019310 	46220821 
A,TOTAL,NR,I551-I553,ITI11	776766 	993373 	1133089 	1108132 	1072327 
A,TOTAL,NR,I551-I553,ITI12	1613884 	2644090 	3349786 	3532737 	3456221 
A,TOTAL,NR,I551-I553,ITI13	652901 	1014204 	1838275 	2280511 	2299944 
A,TOTAL,NR,I551-I553,ITI14	3295348 	5284140 	10907657 	12738957 	12952027 
A,TOTAL,NR,I551-I553,ITI15	212003 	298515 	417460 	488065 	527785 
A,TOTAL,NR,I551-I553,ITI16	6142143 	8413729 	9456623 	9298831 	9260471 
A,TOTAL,NR,I551-I553,ITI17	1843378 	2491469 	3261280 	3514494 	3532603 
A,TOTAL,NR,I551-I553,ITI18	798607 	1188087 	1601679 	1756423 	1813139 
A,TOTAL,NR,I551-I553,ITI19	2346852 	3607007 	5070146 	5406562 	5509065 
A,TOTAL,NR,I551-I553,ITI1A	4290721 	5389340 	5757407 	5894598 	5797239 
A,TOTAL,NR,I551-I553,ITI2	3017352 	4448061 	5959984 	6428948 	6751042 
A,TOTAL,NR,I551-I553,ITI21	2557933 	3796051 	5132130 	5508310 	5824138 
A,TOTAL,NR,I551-I553,ITI22	459419 	652010 	827854 	920638 	926904 
A,TOTAL,NR,I551-I553,ITI3	7670124 	9623489 	10600496 	10660677 	10481674 
A,TOTAL,NR,I551-I553,ITI31	2172975 	2752786 	3046406 	3078529 	2940509 
A,TOTAL,NR,I551-I553,ITI32	1965169 	2531382 	2567246 	2588909 	2808899 
A,TOTAL,NR,I551-I553,ITI33	1507047 	1483629 	1637228 	1723717 	1566944 
A,TOTAL,NR,I551-I553,ITI34	1107120 	1508895 	1828782 	1695075 	1727323 
A,TOTAL,NR,I551-I553,ITI35	917813 	1346797 	1520834 	1574447 	1437999 
A,TOTAL,NR,I551-I553,ITI4	9391122 	12938755 	35947152 	45727169 	51753567 
A,TOTAL,NR,I551-I553,ITI41	576588 	664972 	1344758 	1453038 	1201068 
A,TOTAL,NR,I551-I553,ITI42	66768 	89273 	143678 	146230 	158650 
A,TOTAL,NR,I551-I553,ITI43	7535697 	10412180 	31995729 	41135744 	47220329 
A,TOTAL,NR,I551-I553,ITI44	872548 	1252663 	1600169 	1836581 	1943685 
A,TOTAL,NR,I551-I553,ITI45	339521 	519667 	862818 	1155576 	1229835 
A,TOTAL,NR,I551-I553,LI	127503 	162386 	198739 	222266 	228579 
A,TOTAL,NR,I551-I553,LI0	127503 	162386 	198739 	222266 	228579 
A,TOTAL,NR,I551-I553,LI00	127503 	162386 	198739 	222266 	228579 
A,TOTAL,NR,I551-I553,LI000	127503 	162386 	198739 	222266 	228579 
A,TOTAL,NR,I551-I553,LT	4931757 	5542548 	8073130 	8473828 	8640124 
A,TOTAL,NR,I551-I553,LT0	4931757 	5542548 	8073130 	8473828 	8640124 
A,TOTAL,NR,I551-I553,LT01	1076006 	1406777 	2430686 	2543338 	2616927 
A,TOTAL,NR,I551-I553,LT011	1076006 	1406777 	2430686 	2543338 	2616927 
A,TOTAL,NR,I551-I553,LT02	3855751 	4135771 	5642444 	5930490 	6023197 
A,TOTAL,NR,I551-I553,LT021	726942 	802410 	1112607 	1147887 	1193175 
A,TOTAL,NR,I551-I553,LT022	715349 	780707 	1349573 	1371410 	1485242 
A,TOTAL,NR,I551-I553,LT023	1625867 	1765510 	2181151 	2361817 	2243622 
A,TOTAL,NR,I551-I553,LT024	107890 	60173 	70233 	80426 	93619 
A,TOTAL,NR,I551-I553,LT025	109360 	131836 	151407 	159784 	164767 
A,TOTAL,NR,I551-I553,LT026	179347 	184825 	257738 	275448 	296252 
A,TOTAL,NR,I551-I553,LT027	24670 	27272 	36537 	49338 	41714 
A,TOTAL,NR,I551-I553,LT028	87315 	101913 	155255 	146222 	140277 
A,TOTAL,NR,I551-I553,LT029	279011 	281125 	327943 	338158 	364529 
A,TOTAL,NR,I551-I553,LU	1693382 	2223776 	3296351 	3485954 	3684469 
A,TOTAL,NR,I551-I553,LU0	1693382 	2223776 	3296351 	3485954 	3684469 
A,TOTAL,NR,I551-I553,LU00	1693382 	2223776 	3296351 	3485954 	3684469 
A,TOTAL,NR,I551-I553,LU000	1693382 	2223776 	3296351 	3485954 	3684469 
A,TOTAL,NR,I551-I553,LV	2889342 	2379777 	3882922 	4370854 	4692213 
A,TOTAL,NR,I551-I553,LV0	2889342 	2379777 	3882922 	4370854 	4692213 
A,TOTAL,NR,I551-I553,LV00	2889342 	2379777 	3882922 	4370854 	4692213 
A,TOTAL,NR,I551-I553,LV003	428773 	416779 	505441 	531600 	: 
A,TOTAL,NR,I551-I553,LV005	152483 	146855 	190410 	214337 	203474 
A,TOTAL,NR,I551-I553,LV006	1372167 	959662 	1947386 	2303364 	: 
A,TOTAL,NR,I551-I553,LV007	663932 	559384 	842394 	852987 	: 
A,TOTAL,NR,I551-I553,LV008	186300 	201002 	252071 	298527 	: 
A,TOTAL,NR,I551-I553,LV009	85687 	96095 	145220 	170039 	191739 
A,TOTAL,NR,I551-I553,LV00A	: 	: 	: 	2982791 	3223536 
A,TOTAL,NR,I551-I553,LV00B	: 	: 	: 	604547 	672267 
A,TOTAL,NR,I551-I553,LV00C	: 	: 	: 	399140 	401197 
A,TOTAL,NR,I551-I553,ME	: 	: 	4315694 	5124981 	5200576 
A,TOTAL,NR,I551-I553,ME0	: 	: 	4315694 	5124981 	5200576 
A,TOTAL,NR,I551-I553,ME00	: 	: 	4315694 	5124981 	5200576 
A,TOTAL,NR,I551-I553,ME000	: 	: 	4315694 	5124981 	5200576 
A,TOTAL,NR,I551-I553,MK	874339 	1322284 	1818886 	2072926 	2180510 
A,TOTAL,NR,I551-I553,MK0	874339 	1322284 	1818886 	2072926 	2180510 
A,TOTAL,NR,I551-I553,MK00	874339 	1322284 	1818886 	2072926 	2180510 
A,TOTAL,NR,I551-I553,MK001	12767 	21365 	44381 	35084 	42759 
A,TOTAL,NR,I551-I553,MK002	39957 	44348 	42858 	43944 	82849 
A,TOTAL,NR,I551-I553,MK003	414443 	567627 	757130 	877170 	906875 
A,TOTAL,NR,I551-I553,MK004	111115 	158060 	174968 	177589 	138991 
A,TOTAL,NR,I551-I553,MK005	61167 	68154 	93824 	96938 	97457 
A,TOTAL,NR,I551-I553,MK006	61693 	68904 	79842 	82137 	75983 
A,TOTAL,NR,I551-I553,MK007	8861 	8724 	19588 	31145 	62268 
A,TOTAL,NR,I551-I553,MK008	164336 	385102 	606295 	728919 	773328 
A,TOTAL,NR,I551-I553,MT	2945184 	4612959 	8210424 	9892292 	11320179 
A,TOTAL,NR,I551-I553,MT0	2945184 	4612959 	8210424 	9892292 	11320179 
A,TOTAL,NR,I551-I553,MT00	2945184 	4612959 	8210424 	9892292 	11320179 
A,TOTAL,NR,I551-I553,MT001	2812220 	4417339 	7952283 	9577922 	10982334 
A,TOTAL,NR,I551-I553,MT002	132964 	195620 	258141 	314370 	337845 
A,TOTAL,NR,I551-I553,NL	85414861 	101094277 	132638265 	142272461 	145237994 
A,TOTAL,NR,I551-I553,NL1	13190873 	14682825 	16441582 	16491158 	16714581 
A,TOTAL,NR,I551-I553,NL11	1568617 	1540495 	1935144 	1808561 	2010666 
A,TOTAL,NR,I551-I553,NL111	465165 	487526 	582841 	534016 	: 
A,TOTAL,NR,I551-I553,NL112	88859 	95434 	119174 	99204 	123001 
A,TOTAL,NR,I551-I553,NL113	1014592 	957535 	1233130 	1175341 	: 
A,TOTAL,NR,I551-I553,NL114	: 	: 	: 	534016 	566406 
A,TOTAL,NR,I551-I553,NL115	: 	: 	: 	1175341 	1321259 
A,TOTAL,NR,I551-I553,NL12	5607126 	6136749 	6898074 	6810773 	7022751 
A,TOTAL,NR,I551-I553,NL124	3127868 	3650738 	4295187 	4151852 	: 
A,TOTAL,NR,I551-I553,NL125	1717235 	1636733 	1717416 	1774546 	: 
A,TOTAL,NR,I551-I553,NL126	762023 	849277 	885471 	884375 	932530 
A,TOTAL,NR,I551-I553,NL127	: 	: 	: 	4151852 	4095071 
A,TOTAL,NR,I551-I553,NL128	: 	: 	: 	1774546 	1995150 
A,TOTAL,NR,I551-I553,NL13	6015131 	7005581 	7608364 	7871824 	7681163 
A,TOTAL,NR,I551-I553,NL131	2522512 	3032055 	3298762 	3351571 	3454770 
A,TOTAL,NR,I551-I553,NL132	2419593 	2827345 	3105512 	3183866 	3138087 
A,TOTAL,NR,I551-I553,NL133	1073026 	1146180 	1204090 	1336386 	1088306 
A,TOTAL,NR,I551-I553,NL2	19052065 	23170898 	25457555 	26688734 	26433177 
A,TOTAL,NR,I551-I553,NL21	5945813 	7538795 	8373829 	8915024 	8387279 
A,TOTAL,NR,I551-I553,NL211	2590111 	3577425 	3865436 	3648817 	3952168 
A,TOTAL,NR,I551-I553,NL212	452547 	516426 	587913 	739715 	450890 
A,TOTAL,NR,I551-I553,NL213	2903155 	3444944 	3920479 	4526491 	3984222 
A,TOTAL,NR,I551-I553,NL22	11351180 	13438649 	14270922 	14602202 	15220542 
A,TOTAL,NR,I551-I553,NL221	6045828 	7321153 	7328371 	7694796 	7830990 
A,TOTAL,NR,I551-I553,NL224	626635 	486759 	824018 	770770 	730932 
A,TOTAL,NR,I551-I553,NL225	3141474 	3798731 	3947220 	3789390 	4177994 
A,TOTAL,NR,I551-I553,NL226	1537242 	1832006 	2171313 	2347246 	2480626 
A,TOTAL,NR,I551-I553,NL23	1755072 	2193454 	2812803 	3171508 	2825356 
A,TOTAL,NR,I551-I553,NL230	1755072 	2193454 	2812803 	3171508 	2825356 
A,TOTAL,NR,I551-I553,NL3	35834237 	41617232 	64927122 	71871110 	74418032 
A,TOTAL,NR,I551-I553,NL31	2360023 	3029785 	4212778 	4402838 	: 
A,TOTAL,NR,I551-I553,NL310	2360023 	3029785 	4212778 	4402838 	: 
A,TOTAL,NR,I551-I553,NL32	16349803 	17760437 	33570178 	38297234 	40156128 
A,TOTAL,NR,I551-I553,NL321	4574941 	5602948 	6201737 	6431894 	7220236 
A,TOTAL,NR,I551-I553,NL323	645836 	618547 	904266 	794538 	829563 
A,TOTAL,NR,I551-I553,NL324	1179805 	1464283 	1942480 	2152014 	: 
A,TOTAL,NR,I551-I553,NL325	150662 	156492 	390745 	448847 	472315 
A,TOTAL,NR,I551-I553,NL327	212722 	265956 	506613 	351398 	359178 
A,TOTAL,NR,I551-I553,NL328	1246960 	1319620 	1668982 	1752877 	1821887 
A,TOTAL,NR,I551-I553,NL329	8338875 	8332592 	21955355 	26365666 	: 
A,TOTAL,NR,I551-I553,NL32A	: 	: 	: 	2152014 	1888632 
A,TOTAL,NR,I551-I553,NL32B	: 	: 	: 	26365666 	27564315 
A,TOTAL,NR,I551-I553,NL33	8095263 	9718199 	14293007 	15781746 	: 
A,TOTAL,NR,I551-I553,NL332	1986727 	2497036 	4064845 	4337111 	: 
A,TOTAL,NR,I551-I553,NL333	376411 	451114 	675377 	815326 	: 
A,TOTAL,NR,I551-I553,NL337	1585892 	1896435 	2425577 	2754807 	: 
A,TOTAL,NR,I551-I553,NL33A	306693 	351403 	551977 	614784 	: 
A,TOTAL,NR,I551-I553,NL33B	555056 	704862 	933591 	707229 	: 
A,TOTAL,NR,I551-I553,NL33C	3284487 	3817349 	5641639 	6552488 	: 
A,TOTAL,NR,I551-I553,NL34	9029147 	11108811 	12851159 	13389292 	13161735 
A,TOTAL,NR,I551-I553,NL341	1984476 	2517838 	2846513 	3490219 	3779839 
A,TOTAL,NR,I551-I553,NL342	7044672 	8590974 	10004647 	9899073 	9381897 
A,TOTAL,NR,I551-I553,NL35	: 	: 	: 	4402838 	4604581 
A,TOTAL,NR,I551-I553,NL350	: 	: 	: 	4402838 	4604581 
A,TOTAL,NR,I551-I553,NL36	: 	: 	: 	15781746 	16495588 
A,TOTAL,NR,I551-I553,NL361	: 	: 	: 	4337111 	4596632 
A,TOTAL,NR,I551-I553,NL362	: 	: 	: 	815326 	819278 
A,TOTAL,NR,I551-I553,NL363	: 	: 	: 	2754807 	2622781 
A,TOTAL,NR,I551-I553,NL364	: 	: 	: 	614784 	585550 
A,TOTAL,NR,I551-I553,NL365	: 	: 	: 	707229 	771561 
A,TOTAL,NR,I551-I553,NL366	: 	: 	: 	6552488 	7099785 
A,TOTAL,NR,I551-I553,NL4	17337686 	21623322 	25812006 	27221461 	27672204 
A,TOTAL,NR,I551-I553,NL41	8111823 	10274584 	13026500 	13465860 	13817466 
A,TOTAL,NR,I551-I553,NL411	1164943 	1440601 	1971854 	2155957 	2308835 
A,TOTAL,NR,I551-I553,NL412	2396368 	2946570 	3426134 	3538596 	: 
A,TOTAL,NR,I551-I553,NL413	1424623 	1811134 	2413891 	2137400 	: 
A,TOTAL,NR,I551-I553,NL414	3125888 	4076280 	5214621 	5633907 	5833459 
A,TOTAL,NR,I551-I553,NL415	: 	: 	: 	3538596 	3823704 
A,TOTAL,NR,I551-I553,NL416	: 	: 	: 	2137400 	1851467 
A,TOTAL,NR,I551-I553,NL42	9225863 	11348738 	12785506 	13755601 	13854739 
A,TOTAL,NR,I551-I553,NL421	3377237 	4068940 	4931603 	5392049 	5215030 
A,TOTAL,NR,I551-I553,NL422	1781318 	2217456 	2417076 	2448850 	2881652 
A,TOTAL,NR,I551-I553,NL423	4067308 	5062341 	5436828 	5914701 	5758056 
A,TOTAL,NR,I551-I553,NO	23720833 	27092046 	36127194 	37044492 	38587930 
A,TOTAL,NR,I551-I553,NO0	23720833 	27092046 	36127194 	37044492 	38587930 
A,TOTAL,NR,I551-I553,NO02	2906581 	3265087 	3859192 	3662960 	3633130 
A,TOTAL,NR,I551-I553,NO020	2906581 	3265087 	3859192 	3662960 	3633130 
A,TOTAL,NR,I551-I553,NO06	2042772 	2322867 	2658387 	2832153 	2879065 
A,TOTAL,NR,I551-I553,NO060	2042772 	2322867 	2658387 	2832153 	2879065 
A,TOTAL,NR,I551-I553,NO07	2888824 	3247744 	4351613 	4623323 	5278193 
A,TOTAL,NR,I551-I553,NO071	1485379 	1734114 	2055481 	2280611 	2628598 
A,TOTAL,NR,I551-I553,NO072	: 	: 	: 	1630435 	1876135 
A,TOTAL,NR,I551-I553,NO073	: 	: 	: 	712277 	773460 
A,TOTAL,NR,I551-I553,NO074	1403445 	1513630 	2296132 	2342712 	: 
A,TOTAL,NR,I551-I553,NO08	5835210 	6745217 	11023158 	11375589 	11904456 
A,TOTAL,NR,I551-I553,NO081	2287452 	2990607 	5704364 	6350848 	6718960 
A,TOTAL,NR,I551-I553,NO082	3547758 	3754610 	5318794 	5024741 	: 
A,TOTAL,NR,I551-I553,NO083	: 	: 	: 	735165 	763900 
A,TOTAL,NR,I551-I553,NO084	: 	: 	: 	2339531 	2504509 
A,TOTAL,NR,I551-I553,NO085	: 	: 	: 	1950045 	1917087 
A,TOTAL,NR,I551-I553,NO09	3954047 	4384741 	4997791 	4823902 	4652615 
A,TOTAL,NR,I551-I553,NO091	2226175 	2415075 	2808229 	2608746 	: 
A,TOTAL,NR,I551-I553,NO092	1727872 	1969666 	2189562 	2215156 	2093990 
A,TOTAL,NR,I551-I553,NO093	: 	: 	: 	1502855 	1372382 
A,TOTAL,NR,I551-I553,NO094	: 	: 	: 	1105891 	1186243 
A,TOTAL,NR,I551-I553,NO0A	6027364 	7045630 	9084057 	9581548 	10066420 
A,TOTAL,NR,I551-I553,NO0A1	1624281 	1895755 	2241506 	2315660 	2410072 
A,TOTAL,NR,I551-I553,NO0A2	3114444 	3685030 	5179200 	5523884 	5833674 
A,TOTAL,NR,I551-I553,NO0A3	1288639 	1464845 	1663351 	1742004 	1822674 
A,TOTAL,NR,I551-I553,NO0B	66035 	80760 	152996 	145017 	174051 
A,TOTAL,NR,I551-I553,NO0B1	: 	0 	0 	0 	0 
A,TOTAL,NR,I551-I553,NO0B2	66035 	80760 	152996 	145017 	174051 
A,TOTAL,NR,I551-I553,PL	51377168 	62837520 	89953799 	92797861 	97648143 
A,TOTAL,NR,I551-I553,PL2	10183773 	12922356 	19842812 	20894145 	21664803 
A,TOTAL,NR,I551-I553,PL21	6841762 	8823230 	13686985 	14636978 	15506422 
A,TOTAL,NR,I551-I553,PL213	1820788 	2635038 	4887757 	5741775 	6526485 
A,TOTAL,NR,I551-I553,PL214	328757 	439538 	745877 	815004 	792758 
A,TOTAL,NR,I551-I553,PL217	123000 	146392 	225091 	198253 	190459 
A,TOTAL,NR,I551-I553,PL218	1310557 	1738089 	2425436 	2450062 	2529427 
A,TOTAL,NR,I551-I553,PL219	3043059 	3530746 	4888015 	4886175 	4917431 
A,TOTAL,NR,I551-I553,PL21A	215601 	333427 	514809 	545709 	549862 
A,TOTAL,NR,I551-I553,PL22	3342011 	4099126 	6155827 	6257167 	6158381 
A,TOTAL,NR,I551-I553,PL224	261331 	307237 	409302 	408270 	387509 
A,TOTAL,NR,I551-I553,PL225	1796414 	2164440 	3044743 	3160976 	3196024 
A,TOTAL,NR,I551-I553,PL227	115059 	139922 	205564 	217033 	226198 
A,TOTAL,NR,I551-I553,PL228	155512 	200244 	339658 	356204 	319579 
A,TOTAL,NR,I551-I553,PL229	204537 	271100 	433947 	418694 	402441 
A,TOTAL,NR,I551-I553,PL22A	425062 	530399 	962676 	975244 	949828 
A,TOTAL,NR,I551-I553,PL22B	288223 	361083 	549436 	522832 	491399 
A,TOTAL,NR,I551-I553,PL22C	95873 	124701 	210501 	197914 	185403 
A,TOTAL,NR,I551-I553,PL4	12972988 	15692149 	20305901 	20658651 	21843908 
A,TOTAL,NR,I551-I553,PL41	2091807 	2601703 	3741115 	3685989 	3852327 
A,TOTAL,NR,I551-I553,PL411	171644 	209338 	295951 	268630 	259154 
A,TOTAL,NR,I551-I553,PL414	301877 	410849 	547235 	601147 	629738 
A,TOTAL,NR,I551-I553,PL415	670831 	872885 	1374808 	1395892 	1487123 
